,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15
197,0.05,3.00,2.50,0.14,0.00,2.00,0.00,3.00,8.00,0.00,2007.00,98126.00,47.55,-122.37,0.23,2385.00
198,0.05,3.00,2.50,0.12,0.04,2.00,0.00,3.00,7.00,0.00,1997.00,98024.00,47.54,-121.91,0.33,67268.00
199,0.04,3.00,1.75,0.07,0.09,1.00,0.00,4.00,7.00,0.00,1969.00,98038.00,47.41,-121.99,0.20,50965.00
200,0.02,3.00,1.00,0.04,0.01,1.00,0.00,4.00,6.00,0.00,1943.00,98056.00,47.51,-122.18,0.16,9514.00
201,0.03,3.00,2.50,0.12,0.01,2.00,0.00,3.00,8.00,0.00,1994.00,98042.00,47.38,-122.17,0.28,10450.00
202,0.05,3.00,1.00,0.05,0.00,1.00,0.00,3.00,7.00,0.00,1952.00,98107.00,47.68,-122.39,0.22,5000.00
203,0.02,3.00,1.50,0.07,0.00,1.00,0.00,4.00,7.00,400.00,1976.00,98023.00,47.30,-122.37,0.18,7500.00
204,0.03,3.00,1.00,0.04,0.00,1.00,0.00,4.00,6.00,0.00,1962.00,98059.00,47.48,-122.16,0.17,8040.00
205,0.10,4.00,1.75,0.16,0.01,1.00,,4.00,9.00,850.00,1966.00,98040.00,47.54,-122.22,0.41,10744.00
206,0.08,3.00,2.50,0.16,0.00,2.00,0.00,3.00,8.00,0.00,2010.00,98052.00,47.71,-122.11,0.40,4587.00
207,0.05,3.00,1.00,0.05,0.00,1.00,0.00,3.00,7.00,0.00,1915.00,98116.00,47.57,-122.38,0.15,5000.00
208,0.01,2.00,0.75,0.04,0.01,1.00,0.00,3.00,6.00,0.00,1941.00,98166.00,47.46,-122.34,0.15,14280.00
209,0.05,6.00,3.00,0.15,0.00,2.00,0.00,3.00,7.00,700.00,1920.00,98133.00,47.71,-122.34,0.20,1312.00
210,0.03,4.00,2.25,0.09,0.00,2.00,0.00,3.00,8.00,0.00,1993.00,98038.00,47.35,-122.05,0.21,6397.00
211,0.07,3.00,2.25,0.07,0.00,2.00,0.00,3.00,8.00,210.00,2014.00,98105.00,47.66,-122.28,0.13,1327.00
212,0.07,4.00,2.50,0.14,0.01,1.00,0.00,3.00,9.00,0.00,1983.00,98074.00,47.61,-122.02,0.36,12368.00
213,0.05,3.00,2.50,0.18,0.01,2.00,0.00,3.00,9.00,0.00,2005.00,98001.00,47.32,-122.28,0.38,18386.00
214,0.05,4.00,2.75,0.10,0.00,2.00,0.00,3.00,8.00,0.00,1978.00,98118.00,47.55,-122.27,0.30,8700.00
215,0.03,2.00,1.00,0.04,0.01,1.00,0.00,3.00,6.00,0.00,1923.00,98168.00,47.49,-122.30,0.12,14459.00
216,0.19,5.00,3.00,0.22,0.02,1.00,3.00,3.00,9.00,1430.00,1957.00,98040.00,47.57,-122.21,0.59,20953.00
217,0.05,3.00,2.50,0.14,0.00,2.00,0.00,3.00,8.00,0.00,2000.00,98146.00,47.51,-122.38,0.16,5390.00
218,0.13,2.00,2.25,0.27,0.01,1.00,3.00,3.00,8.00,1950.00,1947.00,98144.00,47.59,-122.29,0.38,5184.00
219,0.05,2.00,1.50,0.07,0.01,1.00,0.00,4.00,8.00,0.00,1947.00,98177.00,47.71,-122.37,0.30,12040.00
220,0.08,4.00,2.50,0.18,0.00,2.00,0.00,3.00,10.00,0.00,1999.00,98075.00,47.58,-122.03,0.46,8127.00
221,0.03,3.00,2.00,0.10,0.01,1.00,0.00,3.00,7.00,400.00,1961.00,98198.00,47.40,-122.30,0.26,10125.00
222,0.06,4.00,2.25,0.15,0.01,2.00,0.00,3.00,8.00,0.00,1987.00,98011.00,47.77,-122.22,0.26,10055.00
223,0.03,3.00,2.25,0.14,0.01,1.00,0.00,4.00,8.00,440.00,1966.00,98030.00,47.38,-122.22,0.29,9583.00
224,0.03,3.00,2.25,0.13,0.00,2.00,0.00,3.00,7.00,0.00,1994.00,98038.00,47.38,-122.02,0.28,8031.00
225,0.04,3.00,2.25,0.07,0.00,1.00,0.00,5.00,7.00,0.00,1942.00,98146.00,47.51,-122.37,0.15,7392.00
226,0.05,2.00,2.00,0.09,0.00,1.00,0.00,3.00,8.00,0.00,2005.00,98053.00,47.71,-122.01,0.21,6009.00
227,0.02,4.00,2.25,0.10,0.01,1.00,0.00,4.00,7.00,600.00,1978.00,98023.00,47.29,-122.37,0.19,9753.00
228,0.02,3.00,1.00,0.08,0.01,1.00,0.00,4.00,7.00,450.00,1961.00,98031.00,47.41,-122.21,0.27,13068.00
229,0.06,3.00,2.50,0.08,0.00,2.00,0.00,3.00,7.00,0.00,2004.00,98053.00,47.68,-122.03,0.32,4729.00
230,0.08,2.00,1.75,0.08,0.01,2.00,4.00,3.00,7.00,220.00,1915.00,98166.00,47.45,-122.38,0.28,13193.00
231,0.06,4.00,2.75,0.15,0.01,1.00,0.00,5.00,7.00,0.00,1960.00,98059.00,47.52,-122.16,0.32,15347.00
232,0.03,6.00,2.75,0.20,0.00,1.00,0.00,3.00,8.00,1160.00,1978.00,98023.00,47.31,-122.34,0.30,8236.00
233,0.02,2.00,1.00,0.05,0.01,1.00,0.00,3.00,6.00,0.00,1961.00,98024.00,47.57,-121.90,0.13,13702.00
234,0.05,3.00,1.50,0.16,0.00,1.50,0.00,5.00,7.00,860.00,1947.00,98108.00,47.56,-122.30,0.29,4800.00
235,0.12,5.00,4.00,0.26,0.02,2.00,0.00,3.00,10.00,0.00,1983.00,98033.00,47.65,-122.18,0.52,35096.00
236,0.04,3.00,2.00,0.14,0.06,1.00,0.00,5.00,7.00,580.00,1976.00,98010.00,47.35,-121.95,0.29,80100.00
237,0.04,4.00,1.00,0.12,0.00,1.50,0.00,3.00,7.00,300.00,1904.00,98122.00,47.61,-122.30,0.19,4740.00
238,0.09,3.00,3.50,0.26,0.13,2.00,0.00,3.00,10.00,300.00,1993.00,98077.00,47.76,-122.02,0.43,148539.00
239,0.05,6.00,2.50,0.31,0.01,1.00,2.00,4.00,9.00,2060.00,1965.00,98003.00,47.34,-122.32,0.38,13988.00
240,0.02,3.00,1.75,0.08,0.00,1.00,0.00,4.00,7.00,0.00,1968.00,98003.00,47.32,-122.32,0.14,8640.00
241,0.02,2.00,1.00,0.03,0.00,1.00,0.00,3.00,6.00,0.00,1940.00,98126.00,47.53,-122.38,0.07,4960.00
242,0.05,2.00,1.00,0.08,0.00,1.50,0.00,2.00,7.00,0.00,1925.00,98115.00,47.67,-122.30,0.18,3750.00
243,0.02,3.00,1.00,0.07,0.00,1.00,0.00,4.00,6.00,0.00,1954.00,98002.00,47.32,-122.22,0.15,8316.00
244,0.05,2.00,1.00,0.05,0.00,1.00,2.00,4.00,7.00,240.00,1918.00,98103.00,47.68,-122.35,0.17,3060.00
245,0.04,3.00,2.50,0.18,0.01,2.00,0.00,3.00,9.00,0.00,1990.00,98023.00,47.31,-122.40,0.37,10377.00
246,0.30,4.00,2.50,0.25,0.00,1.00,4.00,3.00,9.00,1820.00,2000.00,98074.00,47.63,-122.07,0.47,18841.00
247,0.01,2.00,1.50,0.03,0.00,1.00,0.00,3.00,6.00,0.00,1954.00,98106.00,47.52,-122.36,0.13,2566.00
248,0.02,4.00,2.00,0.12,0.00,1.00,0.00,4.00,7.00,0.00,1976.00,98002.00,47.28,-122.21,0.28,7650.00
249,0.05,3.00,1.75,0.09,0.00,1.00,0.00,4.00,6.00,790.00,1918.00,98103.00,47.68,-122.35,0.17,3000.00
250,0.02,3.00,2.00,0.11,0.00,1.00,0.00,4.00,7.00,570.00,1978.00,98032.00,47.37,-122.28,0.23,7209.00
251,0.05,4.00,2.50,0.23,0.00,2.00,0.00,3.00,9.00,0.00,2001.00,98058.00,47.44,-122.11,0.46,6567.00
252,0.04,3.00,2.25,0.09,0.02,2.00,0.00,3.00,8.00,0.00,1991.00,98045.00,47.46,-121.71,0.23,36224.00
253,0.04,3.00,1.00,0.08,0.00,1.00,0.00,3.00,7.00,600.00,1953.00,98118.00,47.54,-122.27,0.21,6331.00
254,0.02,3.00,2.50,0.10,0.00,2.00,0.00,3.00,7.00,0.00,1987.00,98030.00,47.35,-122.18,0.21,6458.00
255,0.07,2.00,2.00,0.08,0.01,1.50,2.00,5.00,7.00,0.00,1928.00,98115.00,47.70,-122.32,0.18,6816.00
256,0.04,4.00,1.75,0.15,0.00,1.00,0.00,4.00,7.00,1180.00,1955.00,98106.00,47.53,-122.35,0.26,7620.00
257,0.03,3.00,1.75,0.09,0.01,1.00,0.00,4.00,7.00,380.00,1974.00,98059.00,47.48,-122.15,0.20,10650.00
258,0.02,3.00,1.00,0.07,0.01,1.00,0.00,3.00,7.00,0.00,1979.00,98045.00,47.44,-121.77,0.17,10098.00
259,0.08,4.00,2.50,0.16,0.00,2.00,0.00,3.00,8.00,0.00,2006.00,98052.00,47.70,-122.11,0.45,5659.00
260,0.09,3.00,1.00,0.10,0.00,1.50,0.00,3.00,8.00,200.00,1911.00,98112.00,47.64,-122.30,0.22,4400.00
261,0.02,3.00,1.75,0.07,0.00,1.00,0.00,4.00,7.00,0.00,1960.00,98198.00,47.42,-122.29,0.21,8470.00
262,0.06,3.00,2.25,0.13,0.02,2.00,0.00,3.00,10.00,780.00,1979.00,98074.00,47.62,-122.05,0.34,33450.00
263,0.05,2.00,1.00,0.03,0.00,1.00,0.00,3.00,5.00,0.00,1930.00,98144.00,47.60,-122.30,0.16,2580.00
264,0.04,1.00,0.75,0.03,0.01,1.00,4.00,5.00,5.00,0.00,1936.00,98070.00,47.47,-122.44,0.14,14267.00
265,0.03,4.00,2.50,0.10,0.00,2.00,0.00,4.00,7.00,0.00,1988.00,98031.00,47.40,-122.17,0.27,7475.00
266,0.03,3.00,1.00,0.06,0.01,1.00,0.00,3.00,7.00,0.00,1954.00,98106.00,47.55,-122.36,0.13,6350.00
267,0.04,2.00,1.00,0.05,0.00,1.00,0.00,3.00,7.00,0.00,1937.00,98115.00,47.68,-122.29,0.16,4465.00
268,0.03,3.00,2.50,0.13,0.01,1.00,0.00,3.00,8.00,650.00,1979.00,98023.00,47.30,-122.37,0.29,8250.00
269,0.37,4.00,3.25,0.36,0.01,1.50,2.00,3.00,11.00,300.00,1982.00,98004.00,47.63,-122.22,0.60,20060.00
270,0.17,4.00,4.75,0.38,0.03,2.00,0.00,4.00,11.00,0.00,1989.00,98077.00,47.73,-122.04,0.65,47443.00
271,0.05,2.00,1.00,0.05,0.00,1.00,0.00,4.00,7.00,0.00,1939.00,98133.00,47.71,-122.35,0.18,7530.00
272,0.02,3.00,1.00,0.10,0.01,1.00,0.00,4.00,7.00,0.00,1967.00,98003.00,47.33,-122.32,0.16,8164.00
273,0.02,3.00,1.00,0.07,0.00,1.00,0.00,3.00,7.00,0.00,1961.00,98178.00,47.51,-122.26,0.16,7619.00
274,0.03,3.00,1.75,0.05,0.00,1.00,0.00,3.00,7.00,500.00,1954.00,98199.00,47.66,-122.40,0.18,2225.00
275,0.04,3.00,2.50,0.17,0.00,2.00,0.00,3.00,8.00,0.00,2006.00,98031.00,47.41,-122.17,0.39,4927.00
276,0.05,3.00,2.00,0.15,0.01,1.00,0.00,5.00,8.00,0.00,1960.00,98058.00,47.47,-122.17,0.22,10530.00
277,0.09,4.00,2.75,0.26,0.02,2.00,0.00,3.00,9.00,970.00,2014.00,98028.00,47.76,-122.26,0.25,12136.00
278,0.05,4.00,2.50,0.14,0.03,1.00,0.00,3.00,8.00,0.00,1997.00,98038.00,47.38,-122.07,0.39,49385.00
279,0.04,3.00,1.75,0.15,0.00,1.00,0.00,3.00,6.00,1150.00,1908.00,98118.00,47.54,-122.27,0.28,6000.00
280,0.03,4.00,1.75,0.17,0.01,1.00,0.00,4.00,7.00,990.00,1969.00,98031.00,47.40,-122.21,0.23,11088.00
281,0.01,2.00,1.00,0.04,0.00,1.00,0.00,3.00,6.00,0.00,1931.00,98178.00,47.50,-122.27,0.22,8775.00
282,0.26,5.00,3.00,0.26,0.00,2.00,1.00,5.00,9.00,1200.00,1905.00,98122.00,47.62,-122.29,0.46,7556.00
283,0.09,4.00,2.50,0.24,0.00,2.00,0.00,3.00,9.00,0.00,2005.00,98053.00,47.68,-122.03,0.61,7864.00
284,0.03,3.00,3.00,0.16,0.01,1.00,0.00,4.00,8.00,680.00,1988.00,98028.00,47.75,-122.23,0.37,13300.00
285,0.04,4.00,2.50,0.18,0.00,2.00,0.00,3.00,9.00,0.00,1992.00,98030.00,47.38,-122.17,0.35,8100.00
286,0.05,5.00,2.25,0.16,0.01,1.00,0.00,3.00,7.00,650.00,1979.00,98072.00,47.76,-122.14,0.33,9750.00
287,0.04,3.00,1.75,0.10,0.00,1.00,0.00,3.00,7.00,530.00,1980.00,98034.00,47.72,-122.19,0.22,7320.00
288,0.08,5.00,2.25,0.19,0.01,1.00,0.00,3.00,8.00,1450.00,1985.00,98006.00,47.55,-122.15,0.33,10300.00
289,0.06,2.00,1.00,0.10,0.01,1.00,0.00,4.00,7.00,500.00,1954.00,98006.00,47.57,-122.14,0.19,13527.00
290,0.04,4.00,2.50,0.12,0.01,2.00,0.00,4.00,7.00,0.00,1968.00,98166.00,47.43,-122.34,0.35,15256.00
291,0.07,4.00,1.75,0.20,0.01,1.00,2.00,4.00,8.00,1170.00,1975.00,98034.00,47.71,-122.22,0.30,9600.00
292,0.04,4.00,2.50,0.14,0.01,2.00,0.00,3.00,9.00,0.00,1992.00,98001.00,47.33,-122.26,0.32,9937.00
293,0.07,4.00,3.00,0.22,0.01,2.00,0.00,3.00,8.00,1010.00,1986.00,98056.00,47.54,-122.18,0.33,11004.00
294,0.06,3.00,2.00,0.12,0.00,2.00,3.00,5.00,8.00,700.00,1929.00,98126.00,47.57,-122.38,0.34,4166.00
295,0.11,4.00,2.50,0.23,0.01,2.00,0.00,3.00,10.00,0.00,1994.00,98075.00,47.60,-122.02,0.47,11374.00
296,0.02,3.00,2.00,0.07,0.01,1.00,0.00,3.00,7.00,0.00,1993.00,98042.00,47.35,-122.14,0.23,7316.00
297,0.05,3.00,2.50,0.17,0.00,2.00,0.00,3.00,8.00,0.00,1990.00,98059.00,47.51,-122.15,0.34,7220.00
298,0.04,3.00,1.50,0.13,0.01,1.00,0.00,3.00,7.00,700.00,1963.00,98108.00,47.56,-122.31,0.30,5592.00
299,0.02,3.00,1.75,0.09,0.01,1.00,2.00,3.00,7.00,500.00,1957.00,98188.00,47.44,-122.27,0.21,9052.00
300,0.39,4.00,5.00,0.32,0.01,1.00,4.00,3.00,10.00,1950.00,2002.00,98074.00,47.61,-122.08,0.71,19508.00
301,0.03,3.00,2.50,0.16,0.00,2.00,0.00,3.00,8.00,0.00,1998.00,98003.00,47.35,-122.30,0.36,7903.00
302,0.07,3.00,2.50,0.12,0.01,1.00,0.00,4.00,7.00,970.00,1948.00,98117.00,47.69,-122.39,0.31,7310.00
303,0.02,3.00,2.50,0.13,0.00,2.00,0.00,3.00,8.00,0.00,2006.00,98038.00,47.35,-122.00,0.34,4590.00
304,0.03,3.00,2.25,0.14,0.00,1.00,0.00,4.00,7.00,1080.00,1964.00,98166.00,47.48,-122.34,0.18,10139.00
305,0.08,3.00,1.75,0.12,0.00,1.00,0.00,4.00,8.00,960.00,1913.00,98112.00,47.62,-122.30,0.23,4000.00
306,0.06,4.00,2.75,0.11,0.00,1.00,0.00,4.00,8.00,400.00,1965.00,98177.00,47.78,-122.38,0.24,8275.00
307,0.07,4.00,2.25,0.14,0.00,2.00,0.00,3.00,8.00,0.00,1984.00,98074.00,47.65,-122.06,0.32,9781.00
308,0.06,2.00,1.00,0.05,0.00,1.50,0.00,4.00,6.00,0.00,1908.00,98105.00,47.67,-122.30,0.18,5000.00
309,0.08,4.00,2.75,0.22,0.01,2.00,0.00,5.00,8.00,0.00,1960.00,98056.00,47.54,-122.18,0.40,8330.00
310,0.10,4.00,2.50,0.15,0.00,1.50,2.00,5.00,8.00,390.00,1928.00,98144.00,47.60,-122.29,0.35,5750.00
311,0.02,5.00,1.75,0.10,0.05,1.50,0.00,3.00,6.00,0.00,1915.00,98065.00,47.53,-121.84,0.22,78408.00
312,0.30,5.00,2.50,0.25,0.01,2.00,4.00,5.00,10.00,280.00,1921.00,98119.00,47.63,-122.37,0.43,5400.00
313,0.17,4.00,3.25,0.30,0.01,1.00,3.00,3.00,11.00,1600.00,1997.00,98006.00,47.55,-122.10,0.60,11244.00
314,0.17,4.00,3.25,0.30,0.01,1.00,3.00,3.00,11.00,1600.00,1997.00,98006.00,47.55,-122.10,0.60,11244.00
315,0.03,4.00,2.25,0.12,0.00,1.00,0.00,3.00,8.00,600.00,1979.00,98058.00,47.44,-122.13,0.30,7350.00
316,0.05,3.00,2.00,0.17,0.01,1.00,0.00,5.00,8.00,870.00,1948.00,98133.00,47.74,-122.33,0.20,8162.00
317,0.04,3.00,2.50,0.12,0.04,1.00,0.00,4.00,8.00,0.00,1988.00,98042.00,47.35,-122.16,0.34,57500.00
318,0.06,2.00,1.00,0.08,0.00,1.00,0.00,4.00,7.00,300.00,1916.00,98103.00,47.66,-122.35,0.20,3864.00
319,0.03,4.00,1.00,0.03,0.01,1.00,0.00,3.00,6.00,0.00,1943.00,98166.00,47.48,-122.34,0.16,8775.00
320,0.10,5.00,2.75,0.21,0.00,2.00,0.00,3.00,9.00,0.00,2013.00,98052.00,47.68,-122.15,0.20,8384.00
321,0.06,3.00,2.25,0.13,0.01,2.00,0.00,3.00,8.00,0.00,1984.00,98027.00,47.52,-122.06,0.39,17958.00
322,0.02,3.00,2.00,0.08,0.01,1.00,0.00,3.00,7.00,0.00,2003.00,98001.00,47.26,-122.25,0.19,9518.00
323,0.02,3.00,1.75,0.09,0.01,1.00,0.00,3.00,7.00,0.00,1969.00,98023.00,47.29,-122.37,0.19,9753.00
324,0.02,2.00,1.00,0.07,0.01,1.00,0.00,3.00,6.00,280.00,1922.00,98146.00,47.50,-122.35,0.24,7460.00
325,0.02,2.00,1.00,0.07,0.01,1.00,0.00,3.00,6.00,280.00,1922.00,98146.00,47.50,-122.35,0.24,7460.00
326,0.03,3.00,2.50,0.20,0.03,2.00,0.00,3.00,9.00,0.00,1987.00,98077.00,47.77,-122.09,0.46,35781.00
327,0.09,4.00,2.00,0.13,0.00,1.50,0.00,4.00,9.00,0.00,1922.00,98102.00,47.64,-122.32,0.33,5500.00
328,0.01,3.00,1.00,0.05,0.00,1.00,0.00,2.00,7.00,0.00,1952.00,98166.00,47.47,-122.34,0.13,7600.00
329,0.09,3.00,2.25,0.15,0.01,1.00,0.00,4.00,9.00,780.00,1977.00,98005.00,47.59,-122.17,0.36,10004.00
330,0.11,4.00,3.50,0.18,0.00,2.00,0.00,3.00,9.00,910.00,1951.00,98105.00,47.67,-122.28,0.34,6120.00
331,0.03,6.00,1.75,0.14,0.01,2.00,0.00,4.00,7.00,0.00,1955.00,98198.00,47.42,-122.32,0.20,7955.00
332,0.03,3.00,2.00,0.11,0.01,1.00,2.00,3.00,8.00,0.00,1991.00,98022.00,47.19,-122.01,0.26,10450.00
333,0.07,2.00,1.00,0.05,0.00,1.00,0.00,3.00,7.00,0.00,1924.00,98103.00,47.67,-122.33,0.23,5000.00
334,0.11,4.00,2.00,0.16,0.01,2.00,0.00,5.00,9.00,0.00,1968.00,98040.00,47.56,-122.22,0.41,9525.00
335,0.02,4.00,2.50,0.12,0.00,2.00,0.00,3.00,7.00,0.00,2003.00,98038.00,47.35,-122.05,0.24,5894.00
336,0.06,3.00,2.75,0.19,0.00,1.00,0.00,3.00,9.00,1070.00,2004.00,98072.00,47.76,-122.16,0.38,11045.00
337,0.09,4.00,2.00,0.09,0.00,1.50,0.00,5.00,7.00,0.00,1911.00,98103.00,47.68,-122.36,0.24,3750.00
338,0.02,3.00,1.75,0.08,0.00,1.00,0.00,3.00,7.00,0.00,1954.00,98133.00,47.75,-122.35,0.23,8000.00
339,0.02,3.00,1.75,0.10,0.01,1.00,0.00,3.00,7.00,0.00,1954.00,98178.00,47.49,-122.22,0.08,78408.00
340,0.05,4.00,1.75,0.17,0.03,2.00,0.00,4.00,7.00,0.00,1962.00,98052.00,47.69,-122.09,0.37,14764.00
341,0.08,4.00,3.50,0.20,0.00,2.00,0.00,3.00,9.00,620.00,2010.00,98059.00,47.52,-122.16,0.53,8066.00
342,0.05,3.00,1.75,0.16,0.00,1.00,0.00,3.00,8.00,1200.00,1957.00,98125.00,47.72,-122.32,0.20,8691.00
343,0.03,4.00,1.75,0.07,0.01,1.00,0.00,4.00,6.00,0.00,1991.00,98070.00,47.38,-122.49,0.22,20000.00
344,0.06,4.00,2.50,0.17,0.00,2.00,0.00,3.00,8.00,0.00,2002.00,98065.00,47.54,-121.88,0.34,5823.00
345,0.01,4.00,1.00,0.05,0.00,1.00,0.00,3.00,6.00,0.00,1943.00,98178.00,47.49,-122.24,0.11,7138.00
346,0.02,4.00,1.00,0.05,0.00,1.00,0.00,3.00,6.00,0.00,1943.00,98178.00,47.49,-122.24,0.11,7138.00
347,0.03,2.00,1.00,0.05,0.02,1.00,0.00,4.00,6.00,0.00,1930.00,98059.00,47.47,-122.08,0.17,32156.00
348,0.02,3.00,2.00,0.08,0.01,1.00,0.00,4.00,7.00,0.00,1987.00,98030.00,47.36,-122.17,0.23,12080.00
349,0.04,4.00,1.75,0.16,0.00,1.00,0.00,3.00,7.00,1250.00,1973.00,98155.00,47.77,-122.31,0.28,8646.00
350,0.03,1.00,0.75,0.01,0.01,1.00,0.00,3.00,4.00,0.00,1967.00,98014.00,47.68,-121.85,0.16,19207.00
351,0.10,4.00,2.75,0.14,0.01,2.00,0.00,3.00,9.00,0.00,1965.00,98040.00,47.56,-122.22,0.38,10180.00
352,0.03,3.00,1.00,0.12,0.01,1.00,0.00,4.00,7.00,600.00,1954.00,98166.00,47.41,-122.34,0.27,14400.00
353,0.05,2.00,1.00,0.05,0.00,1.00,2.00,5.00,7.00,200.00,1907.00,98103.00,47.68,-122.35,0.26,3120.00
354,0.02,4.00,1.50,0.09,0.01,1.00,0.00,4.00,7.00,500.00,1969.00,98001.00,47.31,-122.27,0.21,22654.00
355,0.04,4.00,1.75,0.14,0.00,1.00,0.00,5.00,7.00,1100.00,1955.00,98118.00,47.54,-122.28,0.21,5766.00
356,0.03,4.00,2.50,0.12,0.00,2.00,0.00,3.00,7.00,0.00,2005.00,98038.00,47.36,-122.03,0.28,5091.00
357,0.04,4.00,1.00,0.10,0.01,1.50,0.00,4.00,7.00,0.00,1954.00,98006.00,47.58,-122.14,0.23,10530.00
358,0.11,3.00,1.00,0.07,0.05,1.00,0.00,3.00,7.00,0.00,1928.00,98033.00,47.69,-122.16,0.16,17689.00
359,0.08,3.00,2.50,0.16,0.00,2.00,2.00,3.00,9.00,460.00,2000.00,98116.00,47.57,-122.38,0.19,5750.00
360,0.05,3.00,2.50,0.10,0.02,2.00,0.00,3.00,7.00,0.00,1992.00,98053.00,47.64,-121.97,0.20,28399.00
361,0.04,5.00,2.50,0.18,0.01,2.00,0.00,4.00,9.00,0.00,1978.00,98059.00,47.48,-122.14,0.36,11340.00
362,0.03,4.00,2.50,0.11,0.00,2.00,0.00,3.00,7.00,0.00,1994.00,98038.00,47.38,-122.03,0.24,8168.00
363,0.07,3.00,2.50,0.13,0.00,1.00,0.00,3.00,8.00,770.00,2013.00,98033.00,47.67,-122.18,0.28,9363.00
364,0.09,5.00,2.50,0.20,0.01,1.00,2.00,4.00,8.00,1400.00,1966.00,98006.00,47.57,-122.16,0.43,8800.00
365,0.05,3.00,2.00,0.11,0.02,2.00,0.00,3.00,7.00,0.00,1994.00,98045.00,47.49,-121.71,0.17,44049.00
366,0.08,4.00,2.50,0.20,0.01,2.00,0.00,3.00,9.00,0.00,2002.00,98166.00,47.45,-122.36,0.30,17449.00
367,0.10,4.00,2.50,0.24,0.01,2.00,0.00,3.00,10.00,0.00,1991.00,98074.00,47.64,-122.02,0.52,21455.00
368,0.09,4.00,2.75,0.16,0.04,1.00,0.00,4.00,8.00,530.00,1989.00,98075.00,47.59,-122.04,0.41,24361.00
369,0.03,4.00,3.00,0.13,0.00,1.00,0.00,3.00,7.00,720.00,1986.00,98056.00,47.49,-122.18,0.24,7650.00
370,0.03,3.00,2.25,0.08,0.00,2.00,0.00,3.00,7.00,0.00,1993.00,98056.00,47.51,-122.19,0.18,7220.00
371,0.03,4.00,2.25,0.14,0.01,1.00,0.00,5.00,7.00,1080.00,1954.00,98133.00,47.77,-122.34,0.24,6929.00
372,0.06,4.00,2.25,0.14,0.01,1.00,0.00,5.00,7.00,1080.00,1954.00,98133.00,47.77,-122.34,0.24,6929.00
373,0.04,5.00,3.00,0.23,0.01,2.00,0.00,3.00,9.00,0.00,2004.00,98023.00,47.28,-122.35,0.42,9721.00
374,0.03,3.00,2.25,0.08,0.00,2.00,0.00,3.00,7.00,0.00,1994.00,98056.00,47.50,-122.19,0.22,7625.00
375,0.09,4.00,2.50,0.22,0.00,2.00,0.00,3.00,10.00,0.00,2004.00,98075.00,47.58,-121.97,0.53,7447.00
376,0.05,3.00,1.75,0.10,0.01,1.00,0.00,3.00,7.00,530.00,1940.00,98125.00,47.72,-122.30,0.24,12600.00
377,0.03,3.00,3.00,0.09,0.00,1.00,0.00,3.00,7.00,530.00,1997.00,98038.00,47.36,-122.05,0.22,7500.00
378,0.07,4.00,2.00,0.13,0.00,2.00,0.00,3.00,7.00,0.00,1960.00,98115.00,47.68,-122.33,0.26,3120.00
379,0.05,3.00,1.50,0.07,0.00,1.50,0.00,3.00,7.00,0.00,1904.00,98144.00,47.59,-122.31,0.20,2577.00
380,0.03,2.00,1.50,0.08,0.13,1.00,0.00,1.00,6.00,0.00,1954.00,98011.00,47.75,-122.20,0.47,19868.00
381,0.11,3.00,3.00,0.28,0.01,2.00,0.00,3.00,10.00,1010.00,1986.00,98077.00,47.73,-122.06,0.51,14142.00
382,0.04,4.00,2.25,0.13,0.00,2.00,0.00,3.00,7.00,0.00,2001.00,98019.00,47.72,-121.96,0.33,6930.00
383,0.06,4.00,2.25,0.17,0.00,1.00,0.00,3.00,8.00,970.00,1968.00,98052.00,47.63,-122.10,0.35,8050.00
384,0.17,5.00,3.50,0.34,0.01,2.00,2.00,3.00,11.00,0.00,1998.00,98006.00,47.55,-122.15,0.63,19009.00
385,0.09,4.00,2.25,0.16,0.01,2.00,0.00,4.00,8.00,0.00,1969.00,98040.00,47.55,-122.23,0.35,9691.00
386,0.04,3.00,2.00,0.08,0.01,1.00,0.00,4.00,7.00,0.00,1983.00,98072.00,47.76,-122.15,0.17,9600.00
387,0.02,3.00,2.00,0.10,0.00,1.00,0.00,3.00,7.00,490.00,1979.00,98058.00,47.46,-122.17,0.23,7350.00
388,0.04,4.00,2.50,0.13,0.01,2.00,0.00,3.00,8.00,0.00,1993.00,98146.00,47.50,-122.37,0.25,12000.00
389,0.04,4.00,1.50,0.13,0.01,1.00,0.00,3.00,7.00,660.00,1954.00,98177.00,47.77,-122.36,0.21,10020.00
390,0.04,4.00,1.00,0.09,0.00,1.50,0.00,3.00,7.00,0.00,1957.00,98106.00,47.53,-122.35,0.18,7620.00
391,0.05,3.00,2.75,0.12,0.00,2.00,0.00,4.00,9.00,0.00,1979.00,98008.00,47.61,-122.11,0.27,2856.00
392,0.03,3.00,2.50,0.09,0.02,2.00,0.00,3.00,8.00,0.00,2005.00,98019.00,47.77,-121.90,0.24,27743.00
393,0.11,4.00,2.75,0.22,0.01,2.00,0.00,3.00,8.00,0.00,1953.00,98004.00,47.63,-122.22,0.48,12239.00
394,0.14,4.00,2.50,0.26,0.01,2.00,1.00,4.00,10.00,0.00,1983.00,98040.00,47.56,-122.21,0.55,16553.00
